Step,Average_Reward
82000,-60.35526690062939
82100,-72.52213584950263
82200,-79.46047942885387
82300,-67.78444795867318
82400,-68.95509697684908
82500,-82.95819992143672
82600,-73.28760111391136
82700,-64.28047124228759
82800,-72.37281091502214
82900,-78.01223605877331
83000,-65.1317524538889
83100,-57.407363709379254
83200,-72.83629452732383
83300,-70.34319273775215
83400,-62.32900834687267
83500,-63.43955160702719
83600,-74.50873278324532
83700,-65.13542851583745
83800,-58.296758275067646
83900,-62.69421769012594
84000,-80.86178775862388
84100,-70.1315982185205
84200,-65.4553674249699
84300,-79.48802239448236
84400,-79.354266785052
84500,-66.83771496131644
84600,-73.47529213075838
84700,-85.24409697978336
84800,-79.4325092437448
84900,-72.43562078144596
85000,-86.99842152445487
85100,-91.38353880050688
85200,-79.86269795235562
85300,-77.45837521808426
85400,-91.4158672265039
85500,-86.27790890951684
85600,-74.20332420022349
85700,-81.44073407404997
85800,-83.99047633762262
85900,-78.25065730937034
86000,-76.20826060435846
86100,-85.7359166329711
86200,-86.14240416368527
86300,-75.60950790497861
86400,-72.61907530436004
86500,-86.16154690989008
86600,-76.47324239973123
86700,-67.44314163199583
86800,-79.88447017715555
86900,-79.48608432289392
87000,-68.87851677029754
87100,-72.27543315420436
87200,-82.55842494528103
87300,-75.30494233715568
87400,-63.92187877934868
87500,-73.99524745215876
87600,-78.8800898006313
87700,-69.20953285942133
87800,-66.5151746980227
87900,-80.3269472369837
88000,-72.95518628312534
88100,-65.78113342754703
88200,-69.14849424322647
88300,-81.52240405593804
88400,-68.46716758961307
88500,-61.95528922809787
88600,-73.20445929270635
88700,-71.15039836465279
88800,-65.23155420057817
88900,-67.10495221407314
89000,-83.40765728707618
89100,-76.01256052004912
89200,-66.32821675098216
89300,-77.9272183459103
89400,-83.92946398764941
89500,-74.2980335990972
89600,-67.68324389018244
89700,-85.67781023196666
89800,-81.86201314528877
89900,-68.23915080981679
90000,-69.98099870099449
90100,-81.73888547807543
90200,-72.99680526514072
90300,-68.39969379775418
90400,-80.74445242765168
90500,-83.5528217901814
90600,-72.8896984744132
90700,-69.82163701867911
90800,-82.65501108268737
90900,-77.49581976669874
91000,-69.47173839859634
91100,-77.48030246807855
91200,-84.20824775631515
91300,-71.85641124825563
91400,-69.50454261908354
91500,-76.22976358067552
91600,-73.80881850296734
91700,-65.23206359539452
91800,-71.16876839270755
91900,-83.86934718607326
92000,-72.38316571687415
92100,-64.68553453078599
92200,-78.87460551343011
92300,-74.23295529867967
92400,-66.49623095541553
92500,-68.28822008537207
92600,-78.92708685464947
92700,-71.00326632188916
92800,-65.2332664901414
92900,-75.77019198289354
93000,-75.47778514234977
93100,-67.7505303728227
93200,-62.944656853282005
93300,-74.98286143841811
93400,-67.02132128318497
93500,-60.71788681734247
93600,-60.41516682390666
93700,-69.93569940173666
93800,-62.488561504735436
93900,-59.86174341181003
94000,-72.9050605447482
94100,-73.11093721447335
94200,-64.4780639043135
94300,-67.5606300409212
94400,-79.2771554421355
94500,-67.14666725258988
94600,-61.570401497048714
94700,-74.6910437842219
94800,-72.27013905426382
94900,-64.91319036374283
95000,-62.54531859153576
95100,-76.78142439744123
95200,-68.33770091360344
95300,-62.96361428208263
95400,-75.10283623673139
95500,-84.42769290642019
95600,-71.08089814885841
95700,-69.27756125407632
95800,-83.70774844630552
95900,-79.50593875860918
96000,-71.39787057987284
96100,-77.66391390107128
96200,-88.17882130059708
96300,-75.95593969975751
96400,-72.12862903436938
96500,-82.12945272209818
96600,-82.34628033570361
96700,-77.90555440759391
96800,-78.38936039591105
96900,-87.11739155392608
97000,-73.34049066888744
97100,-67.41016200742024
97200,-75.09949936975023
97300,-81.29860281944644
97400,-73.49811947547663
97500,-73.27732908649912
97600,-85.67343846303314
97700,-79.93747662975184
97800,-70.7143142083216
97900,-80.5016319451372
98000,-89.6963088620952
98100,-76.64722799705356
98200,-73.40837582955277
98300,-87.66428403386264
98400,-84.5072998536094
98500,-76.93516319407962
98600,-84.49618520603946
98700,-93.85514395213211
98800,-82.05748280624597
98900,-75.26017927512628
99000,-89.60059638759355
99100,-92.61971610087922
99200,-83.64261939577007
99300,-92.8905780329491
99400,-101.2323674357504
99500,-96.06955501661847
99600,-83.16440049094673
99700,-94.93181108346714
99800,-102.85977028020066
99900,-86.9549804889335
100000,-88.30192937626549
100100,-98.55778924852504
100200,-91.65088126620755
100300,-73.72494295557829
100400,-74.7562130920629
100500,-82.52077353121089
100600,-77.58371611435551
